레이스포스	100	65	60	145	80	130
레지기가스	110	160	110	80	110	100
레지드래고	200	100	50	100	50	80
레지락	80	100	200	50	100	50
레지스틸	80	75	150	75	150	50
레지아이스	80	50	100	100	200	50
레지에레키	80	100	50	100	50	200
레쿠쟈	105	150	90	150	90	95
레트라	55	81	60	50	70	97
레트라 (알로라의 모습)	75	71	70	40	80	77
레파르다스	64	88	50	88	50	106
렌트라	80	120	79	95	79	70
로젤리아	50	60	45	100	80	65
로즈레이드 (5세대까지)	60	70	55	125	105	90
로즈레이드 (6세대부터)	60	70	65	125	105	90
로토무 (노말 로토무)	50	50	77	95	77	91
로토무 (폼체인지 로토무)	50	65	107	105	107	86
로토스	60	50	50	60	70	50
로파파	80	70	70	90	100	70
롱스톤	35	45	160	30	45	70
루가루암	75	115	65	55	65	112
루기아	106	90	130	90	154	110
루나아라	137	113	89	137	107	97
루나톤	70	55	65	95	85	70
루리리	50	20	40	20	40	20
루브도	55	20	35	20	45	75
루주라	65	50	35	115	95	95
루차불	78	92	75	74	63	118
루카리오	70	110	70	115	70	90
리그레	55	55	55	85	55	30
리아코	50	65	64	44	48	43
리오르	40	70	40	35	40	60
리자드	58	64	58	80	65	80
리자몽	78	84	78	109	85	100
리피아	65	110	130	60	65	95
릴리요	86	81	97	81	107	43
릴링	66	41	77	61	87	23
링곰	90	130	75	75	75	55
마그마	65	95	57	100	85	93
마그마그	40	40	40	70	40	20
마그마번	75	95	67	125	95	83
마그비	45	75	37	70	55	83
마그카르고	50	50	120	80	80	30
마그케인	58	64	58	80	65	80
마기라스	100	134	110	95	100	61
마기아나	80	95	115	130	115	65
마나피	100	100	100	100	100	100
마디네	30	45	59	30	39	57
마라카치	75	86	67	106	67	60
마릴	70	20	50	20	50	40
마릴리	100	50	80	60	80	50
마빌크	45	40	40	50	61	34
마샤도	90	125	80	90	90	125
마셰이드	60	45	80	90	100	30
마이농	60	40	50	75	85	95
마임꽁꽁	80	85	75	110	100	70
마임맨	40	45	65	100	120	90
마임맨 (가라르의 모습)	50	65	65	90	90	100
마자	95	23	48	23	48	23
마자용	190	33	58	33	58	33
마크탕	72	60	30	20	30	25
마폭시	75	69	72	114	100	104
마휘핑	65	60	75	110	121	64
만마드	100	125	100	55	85	35
만타인	65	40	70	80	140	70
맘모꾸리	110	130	80	70	60	80
맘박쥐	67	57	55	77	55	114
맘복치	165	75	80	40	45	65
망나뇽	91	134	95	100	100	80
망키	40	80	35	35	45	70
매시붕	107	139	139	53	53	79
머드나기	70	100	70	45	55	45
먹고자	135	85	40	40	85	5
멍파치	59	45	50	40	50	26
메가가디안	68	85	65	165	135	100
메가강철톤	75	125	230	55	95	30
메가갸라도스	95	155	109	70	130	81
메가거북왕	79	103	120	135	115	78
메가깜까미	50	85	125	85	115	20
메가나무킹	70	110	75	145	85	145
메가눈설왕	90	132	105	132	105	30
메가니움	80	82	100	83	100	80
메가다부니	103	60	126	80	126	50
메가다크펫	64	165	75	93	83	75
메가대짱이	100	150	110	95	110	70
메가독침붕	65	150	40	15	80	145
메가디안시	50	160	110	160	110	110
메가라티아스	80	100	120	140	150	110
메가라티오스	80	130	100	160	120	110
메가레쿠쟈	105	180	100	180	100	115
메가루카리오	70	145	88	140	70	112
메가리자몽X	78	130	111	130	85	100
메가리자몽Y	78	104	78	159	115	100
메가마기라스	100	164	150	95	120	71
메가메타그로스	80	145	150	105	110	110
메가뮤츠X	106	190	100	154	100	130
메가뮤츠Y	106	150	70	194	120	140
메가번치코	80	160	80	130	80	100
메가보만다	95	145	130	120	90	120
메가보스로라	70	140	230	60	80	50
메가쁘사이저	65	155	120	65	90	105
메가샤크니아	70	140	70	110	65	105
메가썬더볼트	70	75	80	135	80	135
메가앱솔	65	150	60	115	60	115
메가야도란	95	75	180	130	80	30
메가얼음귀신	80	120	80	120	80	100
메가엘레이드	68	165	95	65	115	110
메가요가램	60	100	85	80	85	100
메가이상해꽃	80	100	123	122	120	80
메가이어롭	65	136	94	54	96	135
메가입치트	50	105	125	55	95	50
메가자리	86	76	86	116	56	95
메가전룡	90	95	105	165	110	45
메가캥카	105	125	100	60	100	100
메가파비코리	75	110	110	110	105	80
메가팬텀	60	65	80	170	95	130
메가폭타	70	120	100	145	105	20
메가프테라	80	135	85	70	95	150
메가피죤투	83	80	80	135	80	121
메가한카리아스	108	170	115	120	95	92
메가핫삼	70	150	140	65	100	75
메가헤라크로스	80	185	115	40	105	75
메가헬가	75	90	90	140	90	115
메가후딘	55	50	65	175	95	150
메깅	110	78	73	76	71	60
메꾸리	100	100	80	60	60	50
메더	109	66	84	81	99	32
메더 (가라르의 모습)	109	81	99	66	84	32
메로엣타 (보이스폼)	100	77	77	128	128	90
메로엣타 (스텝폼)	100	128	90	77	77	128
메롱꿍	45	45	30	55	40	50
메리프	55	40	40	65	45	35
메이클	66	65	48	62	57	52
메타그로스	80	135	130	95	90	70
메타몽	48	48	48	48	48	48
메탕	40	55	80	35	60	30
메탕구	60	75	100	55	80	50
메테노	60	60	100	60	100	60
멜리시	50	50	150	50	150	50
멜메탈	135	143	143	80	65	34
멜탄	46	65	65	55	35	34
모노두	52	65	50	45	50	38
모다피	50	75	35	70	30	40
모단단게	97	132	77	62	67	43
모래꿍	55	55	80	70	45	15
모래두지	50	75	85	20	30	40
모래두지 (알로라의 모습)	50	75	90	10	35	40
모래뱀	52	57	75	35	50	46
모래성이당	85	75	110	100	75	35
모르페코	58	95	58	70	58	97
모부기	55	68	64	45	55	31
모스노우	70	65	60	125	90	65
모아머 (5세대까지)	75	103	80	70	70	92
모아머 (6세대부터)	75	103	80	70	80	92
모크나이퍼	78	107	75	100	100	70
목도리키텔	44	38	33	61	43	70
몬냥이	71	82	64	64	59	112
몰드류	110	135	60	50	65	88
몸지브림	42	30	45	56	53	39
몽나	76	25	45	67	55	24
몽얌나	116	55	85	107	95	29
무스틈니	74	100	72	90	72	46
무우마	60	60	60	85	85	85
무우마직	60	60	60	105	105	105
무장조	65	80	140	40	70	70
무한다이노	140	85	95	145	95	130
무한다이노 (무한다이맥스)	255	115	250	125	250	130
물거미	38	40	52	40	72	27
물짱이	50	70	50	50	50	40
뮤	100	100	100	100	100	100
뮤츠	106	110	90	154	90	130
미꾸리	50	48	43	46	41	60
미끄네일	68	75	53	83	113	60
미끄래곤	90	100	70	110	150	80
미끄메라	45	50	35	55	75	40
미뇽	41	64	45	50	50	50
미라몽	40	70	130	60	130	25
밀로틱	95	60	79	100	125	81
밀탱크	95	80	105	40	70	100
바닐리치	51	65	65	80	75	59
바닐프티	36	50	50	65	60	44
바라철록	80	100	70	60	70	95
바랜드 (5세대까지)	85	100	90	45	90	80
바랜드 (6세대부터)	85	110	90	45	90	80
바리톱스	60	52	168	47	138	30
바오키	75	98	63	98	63	101
바오프	50	53	48	53	48	64
발바로	80	80	80	55	55	90
발챙이	40	50	40	40	40	90
밤선인	70	115	60	115	60	55
방패톱스	30	42	118	42	88	30
배루키	35	35	35	35	35	35
배바닐라	71	95	85	110	95	79
배쓰나이	70	92	65	80	55	98
배우르	72	80	100	60	90	88
백솜모카	60	50	90	80	120	60
버드렉스	100	80	80	80	80	80
버드렉스 (백마 탄 모습)	100	165	150	85	130	50
버드렉스 (흑마 탄 모습)	100	85	80	165	100	150
버랜지나	110	65	105	55	95	80
버섯꼬	60	40	60	40	60	35
버섯모	60	130	80	60	60	70
버터플 (5세대까지)	60	45	50	80	80	70
버터플 (6세대부터)	60	45	50	90	80	70
버프론	95	110	95	40	95	55
번치코	80	120	70	110	70	80
벌차이	70	55	75	45	65	60
베베놈	67	73	67	73	67	73
베이리프	60	62	80	63	80	60
벰크	75	75	75	125	95	40
별가사리	30	45	55	70	55	85
보르그	60	85	69	60	69	77
보르쥐	45	55	39	35	39	42
보만다	95	135	80	110	80	100
보송송	70	55	55	80	60	45
보스로라	70	110	180	60	60	50
볼비트	65	73	55	47	75	85
볼케니온	80	110	120	130	90	70
볼트로스 (영물폼)	79	105	70	145	80	101
볼트로스 (화신폼)	79	115	70	125	80	111
부란다	95	124	78	69	71	58
부스터	65	130	60	95	110	65
부우부	60	30	30	36	56	50
분떠도리	45	22	60	27	30	29
분이벌레	38	35	40	27	25	35
분홍장이	55	84	105	114	75	52
불꽃숭이	44	58	44	58	44	61
불비달마 (가라르의 모습)	105	140	55	30	55	95
불비달마 (가라르의 모습, 달마모드)	105	160	55	30	55	135
불비달마 (노말모드)	105	140	55	30	55	95
불비달마 (달마모드)	105	30	105	140	105	55
불카모스	85	60	65	135	105	100
불켜미	50	30	55	65	55	20
불화살빈	62	73	55	56	52	84
붐볼	60	50	70	80	80	140
뷰티플라이 (5세대까지)	60	70	50	90	50	65
뷰티플라이 (6세대부터)	60	70	50	100	50	65
브리가론	90	100	120	80	70	70
브리무음	57	90	95	136	103	29
브이젤	55	65	35	60	30	85
브케인	39	52	43	60	50	65
블래키	95	65	110	60	130	65
블레이범	78	84	78	109	85	100
블로스터	71	73	88	120	89	59
블루	60	80	50	40	40	30
블리자포스	100	145	130	65	110	30
비구술	40	30	32	50	52	65
비나방	70	60	62	80	82	60
비리디온	91	90	72	90	129	108
비버니	59	45	40	35	40	31
비버통	79	85	60	55	60	71
비브라바	50	70	50	50	50	70
비비용	80	52	50	90	50	89
비조도	65	125	60	95	60	105
비조푸	45	85	50	55	50	65
비퀸	70	80	102	80	102	40
비크티니	100	100	100	100	100	100
빈티나	20	15	20	10	55	80
빙큐보 (나이스페이스)	75	80	70	65	50	130
빙큐보 (아이스페이스)	75	80	110	65	90	50
빼미스로우	78	75	75	70	70	52
뽀록나	114	85	70	85	80	30
뽀뽀라	45	30	15	85	65	65
뿔충이	40	35	30	20	20	50
뿔카노	80	85	95	30	30	25
쁘사이저	65	125	100	55	70	85
삐	50	25	28	45	55	15
삐딱구리	48	61	40	61	40	50
삐삐	70	45	48	60	65	35
사다이사	72	107	125	65	70	71
사랑동이	43	30	55	40	65	97
사철록	60	60	50	40	50	75
산호르곤	60	95	50	145	130	30
삼삼드래	92	105	90	125	90	98
샤로다	75	75	95	75	95	113
샤미드	130	65	60	110	95	65
샤비	60	60	75	60	75	83
샤크니아	70	120	40	95	40	95
샤프니아	45	90	20	65	20	65
샹델라	60	55	90	145	90	80
석탄산	110	80	120	80	90	30
선인왕	50	85	40	85	40	35
성원숭	65	105	60	60	70	95
세꿀버리	30	30	42	30	42	70
세레비	100	100	100	100	100	100
세비퍼	73	100	60	100	60	65
셀러	30	65	100	45	25	40
소곤룡	64	51	23	51	23	28
소미안	40	27	60	37	50	66
손지브림	57	40	65	86	73	49
솔가레오	137	137	107	113	89	97
솔록	70	95	85	55	65	70
솜솜코 (5세대까지)	75	55	70	55	85	110
솜솜코 (6세대부터)	75	55	70	55	95	110
수댕이	55	55	45	63	45	45
수레기	50	60	60	60	60	30
수리둥보	70	83	50	37	50	60
수풀부기	75	89	85	55	65	36
쉐이미 (랜드폼)	100	100	100	100	100	100
쉐이미 (스카이폼)	100	103	75	120	75	127
쉘곤	65	95	100	60	50	50
슈륙챙이	65	65	65	50	50	90
슈바르고	70	135	105	60	105	20
슈쁘	78	52	60	63	65	23
스라크	70	110	80	55	80	105
스완나	75	87	63	87	63	98
스왈로	60	85	60	50	50	125
스이쿤	100	75	115	90	115	85
스컹뿡	63	63	47	41	41	74
스컹탱크	103	93	67	71	61	84
스콜피	40	50	90	30	55	65
스트린더	75	98	70	114	70	75
슬리퍼	85	73	70	73	115	67
슬리프	60	48	45	43	90	42
시드라	55	65	95	95	45	85
시라소몬	50	120	53	35	110	87
시라칸	100	90	130	45	65	55
시마사리	50	53	62	43	52	45
식스테일	38	41	40	50	65	65
식스테일 (알로라의 모습)	38	41	40	50	65	65
신뇽	61	84	65	70	70	70
실버디	95	95	95	95	95	95
실쿤	50	35	55	25	25	15
심보러	72	58	80	103	80	97
쌍검자비	75	75	60	83	60	60
쌍검킬	59	110	150	45	49	35
쌔비냥	41	50	37	50	37	66
썬더	90	90	85	125	90	100
썬더 (가라르 썬더)	90	125	90	85	90	100
썬더라이	40	45	40	65	40	65
썬더볼트	70	75	60	105	60	105
쏘겨모	65	60	45	75	55	70
쏘드라	30	40	70	70	25	60
쏘콘	75	90	140	60	60	40
씨레오	90	60	70	75	70	45
씨카이저	110	80	90	95	90	65
아고용	73	73	73	127	73	121
아공이	45	75	60	40	30	50
아그놈	75	125	70	125	70	115
아노딥스	45	95	50	40	50	75
아라리	60	40	80	60	45	40
아르세우스	120	120	120	120	120	120
아르코 (5세대까지)	75	80	85	90	100	50
아르코 (6세대부터)	75	80	95	90	100	50
아리아도스	70	90	70	60	60	40
아마루르가	123	77	72	99	92	58
아마루스	77	59	50	67	63	46
아말도	75	125	100	70	80	45
아머까오	98	87	105	53	85	67
아보	35	60	44	40	54	55
아보크	60	85	69	65	79	80
아이스크	61	90	45	50	50	160
아이앤트	58	109	112	48	48	109
아차모	45	60	40	70	50	45
아케오스	75	140	65	112	65	110
아켄	55	112	45	74	45	70
아쿠스타	60	75	85	100	85	115
악비르	60	82	45	45	45	74
악비아르 (5세대까지)	95	117	70	65	70	92
악비아르 (6세대부터)	95	117	80	65	70	92
악식킹	223	101	53	97	53	43
안농	48	72	48	72	48	48
알통몬	70	80	50	35	35	35
암나이트	35	40	100	90	55	35
암멍이	45	65	40	30	40	60
암스타	70	60	125	115	70	55
암트르	70	105	105	50	40	20
암팰리스	70	95	125	65	75	45
앗차키	75	98	63	98	63	101
앗차프	50	53	48	53	48	64
애버라스	50	64	50	45	50	41
애프룡	70	110	80	95	60	70
액스라이즈	76	147	90	60	70	97
액슨도	66	117	70	40	50	67
앤테이	115	115	85	90	75	100
앤티골	85	97	66	105	66	65
앱솔	65	130	60	75	60	75
야나키	75	98	63	98	63	101
야나프	50	53	48	53	48	64
야느와르몽	45	100	135	65	135	45
야도뇽	48	44	40	71	40	77
야도란	95	75	110	100	80	30
야도킹	95	75	80	100	110	30
야돈	90	65	65	40	40	15
야부엉	100	50	50	76	96	70
약어리 (군집의 모습)	45	140	130	140	135	30
약어리 (단독의 모습)	45	20	20	25	25	40
어니부기	59	63	80	65	80	58
어둠대신	44	75	35	63	33	45
어래곤	90	90	100	70	80	75
어지리더	80	70	40	100	60	145
어치르돈	90	90	100	80	90	55
어흥염	95	115	90	80	90	60
얼루기	60	60	60	60	60	60
얼음귀신	80	80	80	80	80	80
에나비	50	45	45	35	35	50
에레브	65	83	57	95	85	105
에레키드	45	63	37	65	55	95
에레키블	75	123	67	95	85	95
에리본	60	55	60	95	70	124
에몽가	55	75	60	75	60	103
에브이	65	65	60	130	95	110
에블리	40	45	40	55	40	84
에써르 (수컷)	60	65	55	105	95	95
에써르 (암컷)	70	55	65	95	105	85
에이스번	80	116	75	65	75	119
에이팜	55	70	55	40	55	85
엘레이드	68	125	65	65	115	80
엘리게이	65	80	80	59	63	58
엘풍	60	67	85	77	75	116
엠라이트	80	105	105	105	105	80
엠페르트	84	86	88	111	101	60
연꽃몬	40	30	30	40	50	30
염뉴트	68	64	60	111	60	117
염무왕	110	123	65	100	65	65
염버니	50	71	40	40	40	69
영구스	48	70	30	30	30	45
영치코	60	85	60	85	60	55
오기지게	47	82	57	42	47	63
오뚝군	40	40	55	40	70	55
오롱털	95	120	65	95	75	60
오케이징	53	54	53	37	46	45
완철포	50	53	62	58	63	44
왕구리	90	75	75	90	100	70
왕눈해	40	40	35	50	100	70
왕자리	65	65	45	75	45	95
왕콘치	80	92	65	65	80	68
왕큰부리	80	120	75	75	75	60
요가랑	30	40	55	40	55	60
요가램	60	60	75	60	75	80
요씽리스	120	95	95	55	75	20
요테리	45	60	45	25	45	55
우라오스	100	130	100	63	60	97
우르	42	40	55	40	45	48
우츠동	65	90	50	85	45	55
우츠보트 (5세대까지)	80	105	65	100	60	70
우츠보트 (6세대부터)	80	105	65	100	70	70
우파	55	45	45	25	25	15
울머기	50	40	40	70	40	70
워글	100	123	75	57	75	80
원시가이오가	100	150	90	180	160	90
원시그란돈	100	180	160	150	90	90
윈디	90	110	80	100	80	95
유니란	45	30	40	105	50	20
유크시	75	75	130	75	130	95
유토브	62	77	62	50	42	65
윤겔라	40	35	30	120	70	105
으랏차	75	80	55	25	35	35
윽우지	70	85	55	85	95	85
음뱃	40	30	35	45	40	55
음번	85	70	80	97	80	123
이벨타르	126	131	95	131	98	99
이브이	55	55	50	45	65	55
이븐곰	120	125	80	55	60	60
이상해꽃	80	82	83	100	100	80
이상해씨	45	49	49	65	65	45
이상해풀	60	62	63	80	80	60
이어롤	55	66	44	44	56	85
이어롭	65	76	84	54	96	105
이올브	60	45	110	80	120	90
인텔리레온	70	85	65	125	65	120
일레도리자드	62	55	52	109	94	109
일레즌	40	38	35	54	35	40
입치트	50	85	85	55	55	50
잉어킹	20	10	55	15	20	80
잎새코	70	70	40	60	40	60
자루도	105	120	105	70	95	105
자마슈	40	35	55	65	75	15
자마젠타 (방패왕)	92	130	145	80	145	128
자마젠타 (역전의 용사)	92	130	115	80	115	138
자말라	65	115	65	75	95	65
자망칼	45	85	70	40	40	60
자시안 (검왕)	92	170	115	80	115	148
자시안 (역전의 용사)	92	130	115	80	115	138
